Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0449pho,-5.1,298,0.060460314,0.245009824,0.553604147,0.985801594,1.540610726,2.215165089,3.002851774,3.893145157,4.874121416,5.935492917,7.069352888,8.269270555,9.530491112,10.84858462,12.21680931,13.62708525,15.07168249,16.54200271,18.024569,19.501062,20.95470519,22.3756157,23.76206111,25.12083464,26.4674337,27.82330551,29.21145002,30.65789502,32.20555647,33.89034602,34.34185536,24.65821744,-1.679090345,-30.67337151,-50.35833143,-63.7112466,-80.54330946,-103.6332735,-121.4784823,-123.2440394,-109.9140867,-87.62119464,-61.69354251,-39.45248144,-30.01967459,-41.03300344,-72.22478214,-114.7356542,-156.5932728,-188.0613461,-204.1090879,-205.4593022,-191.1229786,-157.9726154,-103.2453152,-26.57253474,69.8955469,181.3969272,295.772658,405.9231253,492.6484051,538.206832,549.5917806,536.8523262,506.5423872,463.2215692,410.5517273,351.4427424,288.2121459,222.7027237,156.440505,90.58803215,26.09383308,-35.98495828,-93.72128672,-146.4457806,-193.4755391,-233.8840361,-266.6551647,-290.9630483,-306.4282805,-313.6648488,-313.8380647,-308.2969661,-298.3521218,-285.0789793,-269.2520554,-251.5296091,-232.6436397,-213.2337304,-193.6966795,-174.1862401,-154.6451568,-135.0101405,-115.2845698,-95.32615521,-74.69754823,-52.90054425,-29.79350341,-6.042946693,17.55868293,40.58400597,62.8105903,84.00790547,103.762135,121.4363467,136.3811965,148.21097,156.8737847,162.5686959,165.669233,166.4621747,165.0660524,161.4229255,155.381443,146.8163091,135.7280545,122.1478206,106.069834,87.48478804,66.60211509,43.92155934,19.93894178,-4.845422448,-29.71176316,-53.78415109,-76.22948571,-96.41829143,-113.9791081,-128.6108656,-140.1155488,-148.3836719,-153.3438692,-155.0078943,-153.5179128,-149.1120031,-142.0796347,-132.7098775,-121.3014453,-108.1999224,-93.80429677,-78.51115558,-62.65629914,-46.52754526,-30.36880745,-14.42582974,1.016181298,15.69096398,29.41503983,42.13177428,53.81538193,64.28864815,73.25427218,80.39646602,85.49575413,88.50412218,89.52422743,88.80334092,86.6830899,83.44224132
0423brt,-0.93,298,0.020992327,0.0853017,0.193481516,0.345626848,0.54086112,0.777380897,1.052548326,1.363070599,1.705211984,2.074996145,2.468348751,2.881204261,3.309608903,3.749809787,4.198345403,4.652094022,5.108277082,5.564513921,6.018818531,6.469671932,6.916287512,7.358965685,7.799192115,8.238926564,8.679164463,9.119116774,9.555536812,9.984733741,10.40319325,10.80768021,11.19526674,11.56330542,11.90938294,12.23130156,12.52715504,12.79369371,13.0128069,13.12685551,13.04635707,12.69755741,12.05399602,11.13150936,9.974898843,8.636695025,7.165939357,5.602950072,3.97897753,2.318341341,0.641040539,-1.035000254,-2.69244127,-4.313831479,-5.881480341,-7.36494104,-8.596995759,-8.867423578,-6.565549941,0.146773864,11.72389223,26.39436657,40.02188896,48.8681861,53.16136155,53.65003722,51.6018066,47.88150566,43.08365457,37.62060415,31.78055363,25.76618642,19.72048865,13.74437714,7.908864323,2.262936584,-3.092972974,-8.058216433,-12.63410648,-16.76957888,-20.38150285,-23.28521461,-25.4733041,-27.07913089,-28.23669481,-29.0782273,-29.71003891,-30.21068029,-30.63722268,-31.03015937,-31.41647661,-31.81291186,-32.21890604,-32.58837775,-32.79257317,-32.62199525,-31.85550828,-30.35476503,-28.1927429,-25.5506833,-22.54211431,-19.22388772,-15.63191181,-11.83278371,-7.949702367,-4.089040187,-0.330112349,3.269561686,6.669489567,9.7800159,12.54299873,14.97683585,17.10804511,18.96897769,20.58321299,21.95818967,23.06665374,23.84174472,24.19803601,24.05983764,23.39699002,22.23904756,20.61196679,18.54951657,16.11207979,13.38880486,10.48711516,7.500486396,4.50851654,1.578423177,-1.234585815,-3.88462846,-6.33339006,-8.549441469,-10.50874918,-12.18979802,-13.57812731,-14.67251913,-15.47097647,-15.97846739,-16.21496554,-16.20355497,-15.96840553,-15.53585138,-14.94051469,-14.20728682,-13.35939068,-12.41542833,-11.39082964,-10.29891686,-9.151415526,-7.959474103,-6.734822639,-5.489825728,-4.23755053,-2.991544518,-1.765518397,-0.573450287,0.570697354,1.653472634,2.662134125,3.584952504
0072but,-3.18,298,0.025427563,0.102522959,0.229955772,0.406122729,0.629638956,0.898946377,1.211554545,1.564098472,1.953601205,2.37708973,2.829971176,3.307772765,3.807870383,4.327467139,4.860952223,5.40288301,5.949262437,6.495914712,7.037864461,7.57096806,8.09101892,8.59330213,9.074152297,9.532310852,9.970544035,10.3972054,10.82604744,11.28119629,11.81293564,12.46346097,12.02345074,2.303194737,-23.43402448,-48.75591026,-58.1537429,-57.19941251,-50.39258665,-40.58806786,-30.13254309,-21.35096838,-14.20850502,-8.305526739,-3.227493671,1.270751985,4.866568468,6.427828068,4.726675128,-0.399543252,-7.6947212,-15.13421105,-20.44268072,-20.23405932,-9.748293139,14.62378387,50.5593025,84.77148968,104.3827603,112.6836719,113.1992105,108.6543308,100.8133678,90.72376367,78.98651033,66.36246898,53.28283136,40.1117426,27.07576106,14.09898951,1.198421003,-11.5449517,-24.04740375,-35.81256231,-46.45663679,-55.59453134,-62.82056272,-67.88407156,-70.91044258,-71.99767142,-71.14371754,-68.39198727,-64.03686989,-58.41119232,-51.87514268,-44.78398399,-37.42432961,-30.07052666,-22.9677164,-16.27638639,-10.08370189,-4.410155398,0.693517256,5.13313986,8.83140608,11.73808486,13.85939815,15.29272808,16.18035106,16.63445379,16.75378709,16.63711984,16.38053631,16.05769822,15.71034982,15.35504103,15.03076503,14.76666038,14.53910333,14.30516876,14.01021336,13.58925724,12.98519761,12.1500645,11.05183763,9.674589415,8.014824513,6.071615646,3.854064409,1.387419519,-1.272085219,-4.040572595,-6.795516184,-9.453445111,-11.96058434,-14.27414226,-16.35777707,-18.18300194,-19.72492204,-20.94916981,-21.81060947,-22.26519889,-22.27817039,-21.82593468,-20.9107405,-19.56107295,-17.82771897,-15.77739802,-13.48030286,-10.99613106,-8.373864863,-5.650720318,-2.86401155,-0.05867358,2.714740542,5.391778938,7.890881673,10.12662998,12.03328028,13.57492168,14.72973758,15.48899107,15.85488498,15.84302707,15.48867425,14.83248397,13.91521106,12.77966708,11.46695222,10.0118914,8.442981208,6.791718875
0077cyc,-4.68,298,0.024186411,0.097879889,0.220698168,0.392136476,0.611432304,0.876803304,1.184954366,1.531299019,1.911356718,2.321631283,2.758855869,3.221099085,3.708798237,4.222442258,4.759209644,5.313794952,5.880987832,6.456886055,7.037014668,7.615277945,8.184089952,8.7349085,9.261215938,9.758723741,10.22913034,10.68331909,11.13901736,11.6268159,12.21026005,12.95499634,12.7851306,4.139715545,-19.48010944,-43.84720885,-53.07625562,-51.88103255,-44.78612291,-34.66886162,-24.04647417,-14.92152396,-7.22323372,-0.600354125,5.280400615,10.46261839,14.15576321,14.54081863,9.902575759,0.177022838,-12.74912496,-26.04092285,-36.69578378,-40.54816732,-33.03717296,-10.56644021,24.72697849,59.94670447,83.32542638,98.11930767,106.9365123,111.1744353,111.4396739,108.087942,101.5137436,92.21572567,80.82327444,67.89813445,54.08366448,39.56591926,24.3333774,8.460777874,-7.377484585,-22.82418021,-37.40824171,-50.57221408,-61.77100132,-70.63965781,-77.16980793,-81.37333246,-83.20292224,-82.72289831,-80.25075468,-76.08951752,-70.57251369,-64.13436774,-57.14242482,-49.90784144,-42.70024731,-35.68785436,-28.88422847,-22.22464167,-15.66959377,-9.243480592,-3.076339311,2.654893275,7.796810053,12.28967144,16.1491693,19.41984498,22.1414816,24.32966513,25.98947488,27.03998333,27.33441629,26.83177511,25.6736607,24.08778786,22.24441209,20.26044936,18.20976031,16.11490895,13.95817044,11.71194562,9.364938556,6.93967077,4.466893197,1.98371787,-0.475302293,-2.875396395,-5.182643173,-7.359682657,-9.352094084,-11.10457952,-12.57500227,-13.7293024,-14.54976537,-15.06249618,-15.31911247,-15.35287703,-15.1780556,-14.80391851,-14.21570935,-13.38758136,-12.29106146,-10.90924248,-9.261700522,-7.417977925,-5.481224831,-3.558639689,-1.736655138,-0.067324651,1.428554963,2.755379652,3.928915321,4.961927013,5.864187364,6.635986298,7.261083781,7.72310763,8.009824836,8.113972526,8.032466476,7.767327544,7.326851907,6.725168111,5.981526208,5.118625604,4.160781619,3.132779027,2.058828941,0.962644059
test1055,-12.7,298,0.037877918,0.153801641,0.349817819,0.628182657,0.989305677,1.431650759,1.950452825,2.537652008,3.187444991,3.899135445,4.666186324,5.486112467,6.358129356,7.276875886,8.234976001,9.222716924,10.2290055,11.24014084,12.24472455,13.23642021,14.21214321,15.17404982,16.1253434,17.07583774,18.03625328,19.02072361,20.02194218,14.90263118,-42.91067407,-81.19404363,-107.6715348,-181.6968557,-236.682287,-257.6649287,-248.1117348,-218.6711368,-174.4884346,-125.0263133,-83.89877704,-51.87442953,-27.34644239,-8.926752483,4.046537097,10.98512806,10.75403654,3.512056317,-8.408332853,-21.50899394,-33.0531675,-41.41019397,-43.13752867,-28.65078892,19.80521935,115.3120477,248.9084843,376.6150282,469.573313,531.6227324,565.7809995,573.2142756,553.319053,509.773759,448.8869831,376.2595951,296.7219157,215.9374552,137.462279,63.79406488,-4.533245788,-67.65083728,-125.7554452,-178.7280848,-225.997169,-266.4168556,-298.6905189,-322.4562116,-338.7810411,-348.8250362,-353.5514019,-353.5189408,-349.0245894,-340.0170947,-325.8079034,-305.8281295,-280.6895245,-252.0982844,-221.726045,-190.8542117,-160.2631122,-130.3913096,-101.2886834,-72.94318103,-45.23257982,-17.92569816,9.092180788,35.59196667,60.93194799,84.77970237,107.7924191,129.4861187,148.8680854,165.4871891,178.8298281,188.2126072,193.2938636,194.1058392,191.3088882,185.7204894,177.9012769,168.2071967,156.6416764,143.3693181,128.7017035,112.7765558,95.71302197,77.61146999,58.52961405,38.54963297,17.86627312,-3.334706769,-24.8034943,-46.32836166,-67.88456305,-88.57011042,-107.3998977,-123.5947537,-136.3983997,-145.2699684,-150.0496407,-150.896697,-148.2090766,-142.4509181,-134.1210002,-123.7150932,-111.6201882,-98.25643445,-84.0605267,-69.45961034,-54.80964009,-40.36147158,-26.25225647,-12.58293423,0.523415686,12.90758984,24.35951382,34.702709,43.8745115,51.89468771,58.81988848,64.58392643,69.08576923,72.27893785,74.12697927,74.59081885,73.6977893,71.53040569,68.17083161,63.70338478,58.20010437,51.74077974
0403thi,-10.4,298,0.021082562,0.085499907,0.193545239,0.345497787,0.541755257,0.782634483,1.068243007,1.399954541,1.782105028,2.217953399,2.707933586,3.252867036,3.855430304,4.512667042,5.214504566,5.948090207,6.700031378,7.459110896,8.219431642,8.975093726,9.715865774,10.42935625,11.11018441,11.75827481,12.37350222,12.96307675,13.54822742,14.16260255,14.86106566,15.57257179,10.28522795,-34.64530096,-133.9175618,-204.4717438,-226.9451261,-217.641727,-190.4409303,-154.1448807,-116.6152891,-85.12917894,-58.95789296,-36.44984538,-16.55713968,0.502209165,13.42809093,21.15502042,24.0359553,23.7709728,22.38596654,21.45366892,22.899634,32.86499535,64.27359273,129.0385975,225.0900568,321.8968413,387.7245264,420.0365773,417.2904151,386.6630024,335.7427993,271.9415999,201.232339,128.086796,56.49209373,-8.98936073,-67.41280235,-118.9245248,-163.7609845,-202.1453467,-233.655764,-258.758095,-277.3220306,-288.471697,-291.2456069,-285.5599546,-272.2921372,-251.8378807,-224.5419021,-191.8541471,-155.92464,-118.8271535,-81.97232092,-45.94941911,-11.25351774,21.44614189,51.21092063,77.2597499,99.09139331,116.4974111,129.6012216,138.7654349,144.4237781,147.0331141,147.0327728,144.8044677,140.6133127,134.5460418,126.501602,116.2507444,103.5410138,88.49498059,71.5634222,53.14279117,33.79643233,14.4500179,-4.051793453,-21.07783065,-36.24604488,-49.44171135,-60.8250129,-70.56442209,-78.62304079,-84.99533111,-89.83272046,-93.29848439,-95.49528286,-96.50193132,-96.40248108,-95.28726517,-93.17478328,-90.00651061,-85.57821242,-79.49831169,-71.64580544,-62.12602224,-51.08694131,-38.86336299,-25.93293444,-12.7096648,0.460441654,13.25506521,25.33065415,36.28816191,45.7272127,53.32342245,58.91471245,62.52045242,64.28885561,64.45967414,63.31243316,61.12082041,58.13485167,54.53456101,50.38903204,45.6715051,40.38278762,34.64545892,28.56994636,22.25278607,15.76689379,9.192474639,2.644931233,-3.752415528,-9.868659933,-15.57742958,-20.76281677,-25.32228205,-29.16386392,-32.20278768
test1011,-3.5,298,0.087284382,0.35217432,0.791105498,1.399675417,2.173695504,3.108106697,4.193877207,5.417280074,6.764304628,8.224666485,9.791210209,11.45739834,13.21528467,15.05374499,16.95899593,18.91543798,20.90713543,22.91751981,24.92732034,26.9148847,28.85805303,30.73587173,32.53077213,34.23316907,35.84604433,37.38716117,38.88882273,40.41193496,42.07072739,43.99640765,46.23032033,48.15715093,44.6217581,22.89588472,-13.866984,-41.87306452,-50.06768589,-44.54116422,-33.76341152,-22.27642417,-11.60376684,-2.047090975,6.062960598,11.13607956,9.900723184,-0.606580479,-20.22571232,-45.2171598,-70.19079678,-89.67009081,-97.69042222,-86.75178255,-49.80845902,14.15416742,96.0214342,176.22487,235.5809325,272.3164519,289.4893156,289.7265804,275.8185634,250.5359576,217.16838,178.669366,137.8344906,96.20777264,55.04685794,15.35454736,-22.36801751,-58.01991024,-91.09357931,-121.6195739,-149.2870154,-173.4573568,-193.5710433,-209.3075527,-220.6679891,-227.5278752,-229.3586929,-225.5468225,-215.8533365,-200.6551361,-180.895458,-157.8398216,-132.587231,-106.2430896,-79.99895511,-54.88370222,-31.72809074,-10.99955304,7.296736878,23.39692471,37.30355196,49.0567714,58.85968063,66.75607005,72.65946097,76.50614646,78.30013715,78.18008031,76.29145542,72.70284629,67.57179401,61.2182784,54.05071743,46.50721167,38.96477351,31.8899957,25.58890823,20.0820976,15.17477225,10.57071006,5.992155453,1.315813054,-3.543005852,-8.730818823,-14.37608251,-20.50246394,-26.99949118,-33.6749847,-40.31477951,-46.69956475,-52.56991551,-57.63142909,-61.61151529,-64.32089051,-65.68526491,-65.64292239,-64.18375293,-61.37700823,-57.3607837,-52.29209487,-46.2909012,-39.50549862,-32.14052382,-24.40671126,-16.54472352,-8.849094525,-1.588034747,5.04711752,10.94669136,16.08675688,20.51180526,24.29528259,27.46860754,29.96969002,31.6660571,32.41827738,32.1064007,30.67727986,28.22954746,24.95056305,21.04610644,16.72493338,12.23316432,7.792051453,3.563854477,-0.404559795,-4.146132914,-7.666325726
0417brp,-0.86,298,0.018925199,0.076448595,0.172051687,0.305065203,0.474671908,0.679727202,0.918539086,1.188905092,1.488319642,1.814252413,2.164209653,2.535452454,2.924822856,3.328593528,3.74292921,4.164660226,4.591356785,5.020731239,5.450195033,5.876847466,6.297962679,6.71152097,7.116730334,7.514443374,7.907683133,8.302315669,8.707519862,9.141874685,9.642887777,10.26608696,11.07207545,12.11423298,13.43049947,14.9965613,16.5685135,17.73358115,18.3762685,18.80936013,19.35478458,20.07067815,20.89701831,21.80297057,22.60217103,22.48100142,19.78329596,12.84656756,1.387735833,-13.07049605,-28.07495094,-41.38838437,-51.82181344,-58.79700242,-62.98279001,-64.835689,-64.12348964,-60.10467617,-52.2085784,-40.44736388,-25.15470653,-6.664416866,13.35287985,33.64641777,50.91303468,62.03578954,68.33432902,71.0199883,70.88377629,68.46341919,64.16097624,58.32820238,51.31567544,43.46968026,35.11544748,26.54191471,17.98568085,9.656275176,1.78522458,-5.393127221,-11.6511176,-16.75051341,-20.53989831,-22.90281323,-23.91314733,-23.82065917,-22.90346396,-21.41546303,-19.59932185,-17.67351561,-15.85466277,-14.33899002,-13.2340338,-12.56410562,-12.29317679,-12.35051366,-12.65979063,-13.15013827,-13.75626696,-14.41079611,-15.0498331,-15.60848916,-16.03410587,-16.27248867,-16.28246005,-16.04249861,-15.53197175,-14.73160467,-13.62578006,-12.20142381,-10.4524623,-8.394374947,-6.061296773,-3.499510895,-0.78498741,1.963124731,4.637648142,7.130067391,9.336090793,11.15681578,12.50950784,13.34905841,13.69474454,13.59253201,13.10379678,12.30074605,11.25368749,10.01289351,8.616632418,7.116454268,5.569086991,4.029642532,2.550894778,1.17875803,-0.050961691,-1.114777313,-2.002220042,-2.715948686,-3.271779082,-3.696593932,-4.021936598,-4.280970033,-4.48240429,-4.624879857,-4.705780688,-4.719569237,-4.658841656,-4.526143343,-4.341406783,-4.125108296,-3.895608643,-3.668120594,-3.454169126,-3.2592823,-3.083954889,-2.922081281,-2.760890187,-2.583716753,-2.375713596,-2.137698178,-1.879572944,-1.609795513
test1009,-7.7,298,0.054084792,0.219449628,0.496954151,0.886810768,1.387668662,1.99658241,2.70981253,3.525007514,4.440324614,5.449598569,6.540902893,7.704718767,8.941922237,10.25063159,11.62444441,13.05494836,14.52441104,16.0097946,17.48767201,18.93750663,20.34413432,21.69744885,22.99451786,24.23940522,25.44227261,26.62151035,27.8170677,29.14115213,30.83264256,33.17548112,33.36891022,6.507046516,-70.94947278,-166.6382543,-280.0928885,-352.9291304,-349.9294489,-291.1392818,-215.4069313,-142.6874653,-78.34564752,-22.27160781,26.73231562,68.50861864,101.1992211,122.8163466,133.0049336,133.5556195,127.6743216,118.4804932,108.0905018,97.19589737,86.77007292,85.44729095,111.4020483,179.1200867,283.383284,399.0457292,492.0481767,533.5610343,526.6525959,481.8133888,407.9043016,314.3797892,211.7952572,107.3627391,6.561704578,-86.23953917,-168.4909904,-239.3055918,-298.9241293,-347.5493725,-384.5293255,-410.4986916,-426.5585241,-432.9113854,-429.6755425,-417.1733729,-396.1154221,-367.7844478,-333.4701539,-293.3785054,-247.5043606,-196.8190986,-142.8459346,-87.45327881,-33.16393898,17.24044954,61.89808335,100.1622677,132.3103777,159.0165948,180.9531145,198.5017526,211.801888,220.8405592,225.4278709,226.1025148,223.6031106,218.3375779,210.1708333,198.3736833,181.9214671,160.0577562,132.9282447,101.9315312,69.39153263,37.37470331,7.104900596,-20.43937378,-44.60373823,-65.17412746,-82.38758873,-96.78910562,-108.945145,-119.3608646,-128.2963586,-135.5267705,-141.1414936,-145.1472549,-147.2627362,-147.1890327,-144.9210497,-140.593743,-133.8193003,-124.1667982,-111.4144978,-95.70014149,-77.60133076,-57.96080262,-37.50825575,-16.78732804,3.771776461,23.65834011,42.23385255,58.89741989,73.20524169,84.92235376,94.03399611,100.6932519,104.9776239,106.6231586,105.6142705,102.1704263,96.46929083,88.75787551,79.35432499,68.61735365,56.90581923,44.61000215,32.20994997,20.19059013,8.910919129,-1.381644724,-10.5979197,-18.71195279,-25.62136106,-31.21506211,-35.68746937,-39.35177479
0020cis,1.58,298,0.055319008,0.223070907,0.500848085,0.886137245,1.37674258,1.96977051,2.660245206,3.440584977,4.301090404,5.231533526,6.222864309,7.267886721,8.360590868,9.495027764,10.66490469,11.86312695,13.08076597,14.30704118,15.5296926,16.73562931,17.9118705,19.04602317,20.1270349,21.1473908,22.10650243,23.01406835,23.89335823,24.80482693,25.88270549,27.28047814,29.06489746,31.19269272,33.56384609,36.06248222,38.48986261,40.43532721,41.46555854,41.53181546,40.99995343,40.33619904,39.85606447,39.67444407,39.74616395,39.75631989,38.61870912,34.19713164,24.32728075,8.515150661,-11.35725315,-31.93778233,-49.82942547,-62.9451011,-71.60734545,-76.54698131,-78.32474916,-77.03854542,-72.43708315,-64.3545549,-53.13185692,-39.6830911,-25.28666517,-11.1555221,1.812917069,12.97144734,21.94375186,28.92285505,34.02137979,37.25751916,38.58995612,38.00845685,35.62927094,31.72270715,26.65331766,20.81450401,14.55921639,8.171148643,1.909003194,-4.006567911,-9.395429183,-14.08746775,-17.95492133,-20.89831491,-22.84198142,-23.76145238,-23.70436996,-22.77748278,-21.13742702,-18.99058587,-16.60565556,-14.33188443,-12.53893692,-11.50721189,-11.35284022,-12.02207604,-13.3179181,-14.96235717,-16.65450834,-18.09649601,-19.07882801,-19.5047983,-19.38319462,-18.81274101,-17.93369397,-16.86946168,-15.69621843,-14.4335756,-13.0526864,-11.50051515,-9.725663206,-7.711953167,-5.487433256,-3.106996869,-0.640115919,1.838474073,4.238728527,6.443304757,8.312662572,9.712263063,10.55555765,10.81831318,10.54359172,9.827874891,8.792670802,7.562388883,6.237993019,4.881265881,3.520739414,2.171813383,0.846266991,-0.445572353,-1.69174497,-2.869909417,-3.939789058,-4.852621657,-5.568422058,-6.072465458,-6.380665821,-6.533083069,-6.578988661,-6.565500401,-6.527696397,-6.485596531,-6.436949163,-6.364013656,-6.242764825,-6.055892188,-5.802280634,-5.495600649,-5.151864785,-4.776922509,-4.367940705,-3.918457406,-3.423597863,-2.888049788,-2.327317281,-1.762594272,-1.214673907,-0.698736061,-0.222070642,0.216002784
0218pho,0.6,298,0.0081082,0.032708613,0.073376963,0.129357103,0.199552653,0.282664271,0.377368648,0.482412015,0.596615871,0.718738841,0.847557558,0.982109894,1.121851654,1.267147568,1.419103742,1.578177571,1.743418066,1.912969304,2.084964762,2.258042035,2.431407098,2.605095352,2.781079944,2.965367644,3.171077487,3.422051725,3.7559391,4.225275182,4.895289617,5.838220409,7.11437289,8.490201948,8.350564261,4.367079898,-2.895682058,-10.09585533,-14.59594261,-16.32037505,-17.07918428,-18.32119194,-20.0259191,-21.51050521,-22.26106034,-22.22754765,-21.67182052,-20.948482,-20.37419194,-20.18250769,-20.52539671,-21.49160731,-23.12518362,-25.44087487,-28.45113257,-32.20360925,-36.75242147,-41.97511357,-46.87905898,-47.87388763,-37.64651419,-8.424955306,38.89813699,76.15438344,99.37767422,111.757203,116.0440335,114.3821552,108.4598739,99.56542957,88.67573952,76.54447805,63.74975531,50.75143336,37.8993709,25.44422423,13.5872345,2.494469989,-7.754837069,-17.13831244,-25.56216631,-32.74513389,-38.26360272,-42.02992019,-44.24377891,-45.27684354,-45.49444868,-45.16118825,-44.40228683,-43.15633471,-41.20107756,-38.42633497,-35.15131045,-31.65527923,-28.09329561,-24.57030299,-21.14945164,-17.86081802,-14.71608783,-11.72406303,-8.908371311,-6.279298047,-3.843015017,-1.604999979,0.433908271,2.279505396,3.940581914,5.429609347,6.765431752,7.974618479,9.095218411,10.17720987,11.27278415,12.42718774,13.67015272,14.99478635,16.29932452,17.4838448,18.44182308,19.07281477,19.29764713,19.06467249,18.35518989,17.19439088,15.61717129,13.67534239,11.43648469,8.976235153,6.374233867,3.710052529,1.06075382,-1.501806956,-3.912907617,-6.116144796,-8.064292761,-9.720185458,-11.05777547,-12.06316368,-12.73377151,-13.07759209,-13.11172924,-12.85641835,-12.34095872,-11.60058176,-10.67242531,-9.595622078,-8.409767783,-7.153875359,-5.865324553,-4.583611819,-3.343335272,-2.169234318,-1.081278296,-0.094876688,0.779000671,1.533552529,2.165440903,2.6747665,3.064893205,3.34189393,3.514102903,3.591704015
