Mol,HFE,Temp,gf_w_40,gf_w_80,gf_w_120,gf_w_160,gf_w_200,gf_w_240,gf_w_280,gf_w_320,gf_w_360,gf_w_400,gf_w_440,gf_w_480,gf_w_520,gf_w_560,gf_w_600,gf_w_640,gf_w_680,gf_w_720,gf_w_760,gf_w_800,gf_w_840,gf_w_880,gf_w_920,gf_w_960,gf_w_1000,gf_w_1040,gf_w_1080,gf_w_1120,gf_w_1160,gf_w_1200,gf_w_1240,gf_w_1280,gf_w_1320,gf_w_1360,gf_w_1400,gf_w_1440,gf_w_1480,gf_w_1520,gf_w_1560,gf_w_1600,gf_w_1640,gf_w_1680,gf_w_1720,gf_w_1760,gf_w_1800,gf_w_1840,gf_w_1880,gf_w_1920,gf_w_1960,gf_w_2000,gf_w_2040,gf_w_2080,gf_w_2120,gf_w_2160,gf_w_2200,gf_w_2240,gf_w_2280,gf_w_2320,gf_w_2360,gf_w_2400,gf_w_2440,gf_w_2480,gf_w_2520,gf_w_2560,gf_w_2600,gf_w_2640,gf_w_2680,gf_w_2720,gf_w_2760,gf_w_2800,gf_w_2840,gf_w_2880,gf_w_2920,gf_w_2960,gf_w_3000,gf_w_3040,gf_w_3080,gf_w_3120,gf_w_3160,gf_w_3200,gf_w_3240,gf_w_3280,gf_w_3320,gf_w_3360,gf_w_3400,gf_w_3440,gf_w_3480,gf_w_3520,gf_w_3560,gf_w_3600,gf_w_3640,gf_w_3680,gf_w_3720,gf_w_3760,gf_w_3800,gf_w_3840,gf_w_3880,gf_w_3920,gf_w_3960,gf_w_4000,gf_w_4040,gf_w_4080,gf_w_4120,gf_w_4160,gf_w_4200,gf_w_4240,gf_w_4280,gf_w_4320,gf_w_4360,gf_w_4400,gf_w_4440,gf_w_4480,gf_w_4520,gf_w_4560,gf_w_4600,gf_w_4640,gf_w_4680,gf_w_4720,gf_w_4760,gf_w_4800,gf_w_4840,gf_w_4880,gf_w_4920,gf_w_4960,gf_w_5000,gf_w_5040,gf_w_5080,gf_w_5120,gf_w_5160,gf_w_5200,gf_w_5240,gf_w_5280,gf_w_5320,gf_w_5360,gf_w_5400,gf_w_5440,gf_w_5480,gf_w_5520,gf_w_5560,gf_w_5600,gf_w_5640,gf_w_5680,gf_w_5720,gf_w_5760,gf_w_5800,gf_w_5840,gf_w_5880,gf_w_5920,gf_w_5960,gf_w_6000,gf_w_6040,gf_w_6080,gf_w_6120,gf_w_6160,gf_w_6200,gf_w_6240,gf_w_6280,gf_w_6320,gf_w_6360,gf_w_6400
0041nap_carbontet,-7.55,298,0.011030561,0.044613984,0.100553603,0.178558894,0.278327115,0.399675046,0.542694931,0.707801811,0.89551323,1.105995236,1.338661697,1.592110845,1.864381206,2.153292593,2.456696088,2.772617486,3.099299179,3.435136847,3.778455676,4.127137088,4.47827516,4.82813397,5.172485307,5.507124136,5.828316749,6.133097425,6.419494079,6.686740785,6.935263277,7.16637163,7.38199318,7.584662613,7.777563725,7.964251859,8.148072259,8.331638966,8.51663438,8.703944465,8.893944324,9.086749456,9.282326445,9.480425838,9.68044654,9.881390055,10.08189194,10.27957268,10.46416693,10.59420091,10.56884667,10.23372917,9.433964223,8.090313888,6.25743335,4.12065329,1.92848435,-0.090325039,-1.770536495,-2.999762997,-3.691754408,-3.799443646,-3.369730097,-2.575134041,-1.668777351,-0.887449481,-0.373100412,-0.154354467,-0.177499202,-0.353232876,-0.593780095,-0.832575966,-1.029797523,-1.168868397,-1.250714611,-1.285972263,-1.288144049,-1.270151053,-1.242894849,-1.215280915,-1.194581898,-1.187147049,-1.201686395,-1.241675158,-1.307926351,-1.400419389,-1.527423031,-1.707417785,-1.96542705,-2.326341972,-2.809139592,-3.413384631,-4.119811262,-4.907924946,-5.762810194,-6.672229624,-7.617252984,-8.570906077,-9.500238353,-10.37085569,-11.15136612,-11.81612652,-12.34604324,-12.73018416,-12.96378264,-13.05204763,-13.00469642,-12.83356262,-12.54962582,-12.16447951,-11.6893856,-11.13605391,-10.52121218,-9.863059267,-9.17736304,-8.477841668,-7.774781537,-7.077410752,-6.39565078,-5.741213641,-5.128535441,-4.569992478,-4.073157267,-3.639910956,-3.266873239,-2.947235733,-2.672871689,-2.435936034,-2.229800004,-2.049321308,-1.891517229,-1.756812118,-1.643688326,-1.551472406,-1.480627233,-1.432238776,-1.407402822,-1.406300704,-1.427676973,-1.46851982,-1.52448228,-1.590640344,-1.662292523,-1.735915352,-1.80913589,-1.880191639,-1.947761295,-2.010713243,-2.068098777,-2.119251477,-2.163562769,-2.199993363,-2.227218067,-2.242671309,-2.243279231,-2.226238903,-2.189736277,-2.133436675,-2.058531921,-1.968298695,-1.865434427,-1.751889193
0050met_carbontet,-3.4,298,0.020540085,0.082899745,0.186121992,0.328563479,0.508047104,0.722212195,0.968978206,1.246774838,1.554343744,1.89027073,2.252581809,2.63865947,3.045612962,3.470885599,3.912626285,4.369488469,4.839824405,5.320728533,5.80753165,6.293856059,6.772083104,7.234097564,7.672171677,8.079762837,8.45189354,8.785074339,9.077150482,9.327312978,9.536174227,9.705414505,9.836800194,9.930541639,9.975767725,9.928494575,9.734988006,9.4009932,8.992893403,8.578821328,8.192119513,7.834637786,7.494748701,7.160726381,6.825583496,6.487593317,6.148269297,5.810675033,5.482891801,5.184742033,4.93238229,4.678104651,4.267387275,3.509614615,2.322092709,0.796908771,-0.850532938,-2.345356034,-3.379745306,-3.700507295,-3.271871281,-2.33110094,-1.24309696,-0.3069822,0.252501286,0.468795111,0.430021449,0.183947926,-0.232608341,-0.780725235,-1.419078966,-2.110106705,-2.816121187,-3.500122123,-4.150347009,-4.767061375,-5.353280408,-5.910848485,-6.438917359,-6.933981215,-7.392133983,-7.814429179,-8.204577085,-8.569250707,-8.918295991,-9.261554539,-9.595020876,-9.903506186,-10.19387137,-10.46919434,-10.72849857,-10.96844311,-11.18101144,-11.33853499,-11.40921032,-11.35670662,-11.14370484,-10.74606744,-10.16081268,-9.409383521,-8.534080007,-7.567396852,-6.537475483,-5.472762302,-4.412197372,-3.390489624,-2.431589555,-1.560461483,-0.79325105,-0.132902933,0.424390123,0.885401835,1.255295075,1.536946795,1.734736044,1.852549985,1.890910369,1.844000088,1.702195584,1.457261251,1.10820305,0.664007307,0.144451932,-0.425950946,-1.024215697,-1.630130474,-2.225912217,-2.795764606,-3.32537979,-3.805844666,-4.232595346,-4.604144092,-4.919422265,-5.176816074,-5.373924375,-5.509298991,-5.582132628,-5.591967957,-5.538833243,-5.423366314,-5.246577192,-5.012377476,-4.727386706,-4.399403016,-4.036681537,-3.64765653,-3.239562222,-2.81861597,-2.390405355,-1.960004092,-1.534123841,-1.117619198,-0.71393998,-0.326411308,0.041537775,0.383460883,0.69334151,0.968867382,1.207021026,1.404584403,1.561354901,1.677842277
0054hex_carbontet,-5.04,298,0.025706326,0.104031126,0.234400966,0.415223089,0.643660837,0.915968047,1.22821447,1.576888411,1.958930291,2.371316888,2.810665261,3.273194024,3.754972761,4.252289053,4.76199716,5.281653788,5.809124854,6.341836064,6.876210635,7.407526789,7.930237658,8.438479939,8.926580224,9.389427715,9.822592581,10.22232201,10.5858621,10.91196239,11.2010145,11.45445802,11.67353344,11.85781799,11.9975944,12.05509286,11.9814787,11.77515146,11.48789009,11.17791795,10.87729667,10.59141436,10.31209758,10.02925148,9.736466208,9.432259473,9.119523726,8.804634952,8.50122285,8.230949447,7.992614417,7.690504625,7.103359909,5.991305315,4.276444334,2.11490287,-0.188550731,-2.295691844,-3.885201667,-4.701057689,-4.661152256,-3.929220468,-2.840383062,-1.738606608,-0.921890799,-0.529114837,-0.469615135,-0.680206837,-1.108357489,-1.701169805,-2.404768998,-3.167988953,-3.942309745,-4.692446683,-5.388256773,-6.028308306,-6.614488635,-7.148395488,-7.629304458,-8.050090363,-8.407269362,-8.70076634,-8.9348921,-9.116847615,-9.244583757,-9.334273359,-9.407323332,-9.484497068,-9.58297381,-9.710741359,-9.867028651,-10.05899403,-10.29056659,-10.56240231,-10.86811331,-11.18376485,-11.47261327,-11.70668766,-11.8613147,-11.9311716,-11.92586875,-11.85516666,-11.72015814,-11.51524971,-11.23913008,-10.89948619,-10.50856156,-10.08040089,-9.626586602,-9.152994806,-8.660218643,-8.146490075,-7.609659551,-7.048767889,-6.464583956,-5.860726808,-5.245733498,-4.633886502,-4.042571396,-3.488375017,-2.983105878,-2.531084214,-2.128625998,-1.766479207,-1.437294141,-1.134006831,-0.85146069,-0.585505541,-0.334828012,-0.099778875,0.118567716,0.318075309,0.494374467,0.64210464,0.756032555,0.832314748,0.868379733,0.863603328,0.819634971,0.741419198,0.635193285,0.506981525,0.362076675,0.20437624,0.036866815,-0.139008697,-0.322059312,-0.510315809,-0.701441356,-0.892296565,-1.079254462,-1.25867653,-1.42718654,-1.58244843,-1.723300125,-1.849461447,-1.960753129,-2.056222706,-2.133960467,-2.191566026,-2.2269281,-2.238733836
0097pro_carbontet,-5.03,298,0.017305751,0.069944812,0.157366021,0.27848053,0.431668738,0.615013997,0.826720481,1.065410937,1.330025698,1.619380186,1.93169493,2.264463584,2.614841274,2.980334364,3.359305513,3.750932732,4.154693842,4.569561828,4.993383314,5.422751136,5.85321883,6.279724304,6.697044277,7.100089498,7.484083527,7.844764445,8.178775201,8.484098442,8.760356543,9.008564253,9.230285885,9.426877616,9.599127449,9.747149398,9.870324132,9.967381323,10.03670426,10.07686302,10.08727616,10.06863288,10.02332115,9.955269695,9.869175625,9.769731821,9.661136691,9.547424472,9.433292493,9.319501385,9.181851951,8.936123001,8.428206879,7.497201142,6.08561614,4.298689643,2.379495519,0.656705185,-0.529628427,-0.964085343,-0.68239433,0.04302063,0.853722412,1.457663732,1.651051642,1.389969371,0.752541604,-0.183441425,-1.334978942,-2.61651111,-3.946872047,-5.251882868,-6.469842086,-7.570145875,-8.542254864,-9.382623735,-10.09622434,-10.69664739,-11.19805271,-11.6139486,-11.9565859,-12.23526476,-12.45238939,-12.60973927,-12.70850802,-12.74982986,-12.73815548,-12.67394918,-12.55531188,-12.39007896,-12.18626852,-11.95350025,-11.69691742,-11.42240878,-11.11592982,-10.74284086,-10.26927621,-9.671737303,-8.942072134,-8.094941892,-7.162493989,-6.180563559,-5.177412684,-4.180358184,-3.21672883,-2.312809481,-1.490684214,-0.76443017,-0.137305377,0.396815272,0.849856211,1.235228416,1.564879166,1.845094727,2.076023582,2.25184609,2.360740429,2.386644989,2.315004719,2.138722657,1.86046194,1.49200833,1.052356173,0.564262356,0.048475458,-0.479417768,-1.005694864,-1.519592441,-2.012251749,-2.476639144,-2.906568304,-3.296621709,-3.643288715,-3.944860295,-4.198738735,-4.405389153,-4.565939187,-4.681101962,-4.751305075,-4.777481601,-4.762216291,-4.709229671,-4.624206301,-4.513924934,-4.384999241,-4.242861958,-4.091186158,-3.931822429,-3.766419455,-3.596227645,-3.422777986,-3.245256507,-3.062442503,-2.873994307,-2.680594113,-2.485002181,-2.290488448,-2.100021736,-1.915859291,-1.739346585,-1.571070377,-1.411058459
0052pen_carbontet,-4.73,298,0.020994579,0.084980555,0.191547253,0.33950019,0.526677345,0.750200344,1.007047096,1.294540752,1.610375427,1.952248705,2.317507121,2.703088581,3.105730483,3.522316518,3.950203518,4.387352899,4.831990069,5.281955453,5.734216457,6.184719106,6.62865695,7.060924701,7.476585098,7.871236518,8.24114188,8.583198346,8.89516314,9.17603455,9.426185255,9.646943333,9.83957436,10.00391768,10.1305363,10.18146233,10.10761119,9.908098855,9.636019235,9.350383924,9.0830022,8.838223739,8.606534449,8.376528865,8.140544815,7.895883047,7.644271192,7.39082765,7.146870698,6.929124814,6.732902257,6.475393234,5.974363146,5.03590815,3.598965325,1.793028605,-0.129104626,-1.878925173,-3.166091388,-3.744766831,-3.529136053,-2.674216459,-1.506787934,-0.363481838,0.461437676,0.84272491,0.881027296,0.646726555,0.197409156,-0.411305091,-1.124986155,-1.893652149,-2.671115631,-3.423978836,-4.125081541,-4.773642404,-5.371706726,-5.921180114,-6.421636645,-6.866234715,-7.251876088,-7.578630356,-7.849850535,-8.070717872,-8.237563193,-8.365651668,-8.474055332,-8.580970129,-8.70141851,-8.842948423,-9.004650734,-9.19409001,-9.416841351,-9.673928502,-9.9580779,-10.24559232,-10.49741863,-10.68494586,-10.78763767,-10.80176819,-10.73864774,-10.60905492,-10.41456247,-10.1543906,-9.833969362,-9.462465027,-9.051954117,-8.614734792,-8.16068133,-7.694375449,-7.216102043,-6.724263538,-6.217082394,-5.69394313,-5.155476424,-4.604709957,-4.049099127,-3.501651318,-2.979228922,-2.49750874,-2.06752415,-1.693209423,-1.370476335,-1.08924177,-0.839363698,-0.613692676,-0.405967958,-0.211928367,-0.030497913,0.137968129,0.292889889,0.432046622,0.551209288,0.645223374,0.709395891,0.740557384,0.737929707,0.702106202,0.635840688,0.543763103,0.430060021,0.299248239,0.155967264,0.004182519,-0.152957955,-0.312841919,-0.473870107,-0.63521728,-0.796341483,-0.955130778,-1.10878022,-1.254290524,-1.388660585,-1.50980341,-1.616993317,-1.710769825,-1.791413807,-1.857850395,-1.907710757,-1.93837931,-1.947929116,-1.935497563
0151phy_carbontet,-8.16,298,0.009676317,0.039295058,0.089104053,0.159383715,0.250348959,0.362052555,0.494472241,0.647613693,0.821416296,1.015523133,1.229085742,1.460812847,1.709124739,1.972331093,2.248714745,2.536466928,2.833666245,3.138295055,3.448114919,3.760494739,4.072305634,4.380096618,4.680480104,4.970477857,5.247822595,5.510916292,5.75873765,5.990675324,6.206475493,6.406453561,6.591537734,6.762895832,6.91493642,7.016534359,7.025648094,6.944085757,6.823359172,6.720328344,6.665468116,6.661793326,6.6978105,6.758822355,6.832569321,6.910876032,6.989215517,7.064516398,7.131995494,7.172637624,7.133594602,6.925678744,6.4540903,5.668196601,4.59689062,3.34636621,2.083448025,1.052486262,0.589898755,1.013274285,2.394049473,4.430530964,6.568620117,8.258812934,9.016031218,8.779679791,7.799995929,6.313667269,4.53688847,2.648961296,0.782535643,-0.972598904,-2.553173255,-3.951915327,-5.175913601,-6.236409209,-7.146703869,-7.918580303,-8.556865416,-9.068615442,-9.465946657,-9.757581632,-9.953944967,-10.05092,-10.03937533,-9.923815207,-9.721029778,-9.45494804,-9.17002399,-8.91980436,-8.729805205,-8.618087537,-8.590701217,-8.629993375,-8.707088888,-8.78040927,-8.798531158,-8.716159451,-8.50117561,-8.156153463,-7.714752083,-7.215812704,-6.69034821,-6.162682924,-5.651208743,-5.167835164,-4.718410885,-4.309644231,-3.944748437,-3.625863694,-3.35180399,-3.115248865,-2.906709545,-2.71601874,-2.534391417,-2.35880687,-2.194023988,-2.054170844,-1.960182254,-1.931980464,-1.980241591,-2.102217914,-2.281161508,-2.491889355,-2.712646503,-2.926674375,-3.120884407,-3.286280686,-3.420541359,-3.524909878,-3.603422762,-3.661269831,-3.704171527,-3.737936922,-3.767684358,-3.797373011,-3.82856919,-3.859370032,-3.88517872,-3.9001529,-3.899225967,-3.87964412,-3.841388507,-3.786325737,-3.716836555,-3.635074483,-3.542900958,-3.441586277,-3.330863138,-3.208806458,-3.072912852,-2.920811517,-2.75062891,-2.561497388,-2.354098275,-2.130323356,-1.892259748,-1.641868209,-1.38117998,-1.112370191,-0.83688977,-0.556403139
0100met_carbontet,-6.39,298,0.025304537,0.102348261,0.230463118,0.408086846,0.632660258,0.900991733,1.209876225,1.556569461,1.938777805,2.354214243,2.800103047,3.273069667,3.769572748,4.286436963,4.821267751,5.372400881,5.938305604,6.516727954,7.104011851,7.694984451,8.283363837,8.862352325,9.425158696,9.96534401,10.47697115,10.95485199,11.39510005,11.79579413,12.1571229,12.48054662,12.76741088,13.01792891,13.23093645,13.40433129,13.53569356,13.62261435,13.66326483,13.65715293,13.60582735,13.51296369,13.38372503,13.22412833,13.04024542,12.83764482,12.6212206,12.39611106,12.17008672,11.95168448,11.7190681,11.35324318,10.61631143,9.266252177,7.239860136,4.723852784,2.07540926,-0.29176877,-2.006444774,-2.861694105,-2.914311114,-2.45547644,-1.860643562,-1.440339099,-1.37704663,-1.749780947,-2.533363468,-3.63720004,-4.959588874,-6.37603195,-7.740498478,-8.994610828,-10.0954458,-11.01928783,-11.76579935,-12.34643182,-12.77762294,-13.07712476,-13.26222133,-13.34911289,-13.35283337,-13.28697628,-13.16261252,-12.98786589,-12.76872161,-12.51182812,-12.23000619,-11.94084252,-11.66289133,-11.41061723,-11.18563813,-10.99491604,-10.84451039,-10.71788243,-10.59487522,-10.4560347,-10.28150822,-10.05054407,-9.755841001,-9.407292255,-9.022096156,-8.616067712,-8.20274371,-7.789214086,-7.384398799,-6.993976958,-6.625235171,-6.285196789,-5.974961676,-5.688100885,-5.414406863,-5.142091108,-4.861459502,-4.565502057,-4.25211008,-3.926663239,-3.60195289,-3.297367303,-3.032812901,-2.822581577,-2.67164998,-2.5757214,-2.523373789,-2.499810577,-2.493512431,-2.496563601,-2.50137715,-2.502948503,-2.49989358,-2.492174253,-2.480176086,-2.465834115,-2.452014358,-2.441069239,-2.433310862,-2.427587688,-2.421933719,-2.41706187,-2.414810966,-2.412727273,-2.408378546,-2.400370265,-2.386932403,-2.368027201,-2.3450963,-2.319843679,-2.294390121,-2.271583369,-2.253502593,-2.241029573,-2.234687043,-2.233776346,-2.237129163,-2.242540614,-2.247689754,-2.249767111,-2.246206032,-2.235354742,-2.21623589,-2.188337352,-2.15139756,-2.105334514
0045eth_carbontet,-2.96,298,0.008268462,0.033528204,0.07580282,0.134920261,0.210387778,0.301433337,0.407161658,0.526759208,0.659514306,0.804641397,0.961061598,1.127312669,1.301769514,1.482939453,1.669678777,1.861235489,2.057026819,2.256338452,2.458075904,2.660665167,2.86212993,3.060281499,3.252890552,3.437970595,3.613832729,3.779072732,3.932704903,4.074333671,4.204089649,4.322522342,4.430319414,4.527403437,4.605716418,4.630569061,4.554975172,4.375464615,4.140760402,3.908031721,3.70993137,3.552280855,3.426183962,3.319380616,3.222103692,3.128571672,3.037034162,2.94999082,2.876374667,2.827494042,2.794602641,2.723407804,2.523248962,2.117937498,1.497307558,0.725855233,-0.08621503,-0.799440995,-1.232503918,-1.191471137,-0.583735032,0.48569729,1.752756629,2.930614558,3.808985432,4.231058098,4.278374249,4.045692057,3.605081565,3.016459951,2.331049061,1.591085711,0.835160717,0.106325858,-0.573892917,-1.205358897,-1.789730895,-2.327497304,-2.817821044,-3.261662145,-3.658134124,-4.007143896,-4.311701305,-4.578815988,-4.819533959,-5.035235474,-5.22532296,-5.398809861,-5.561329315,-5.710556443,-5.845484632,-5.97216684,-6.095723479,-6.219176479,-6.337284461,-6.431827459,-6.474484023,-6.437232935,-6.302556788,-6.067963575,-5.746453709,-5.362779903,-4.938749291,-4.493153794,-4.042839577,-3.602400104,-3.183274659,-2.793142713,-2.435454321,-2.109968422,-1.814400622,-1.54590152,-1.301722788,-1.079542636,-0.877487424,-0.69460252,-0.532877882,-0.398862476,-0.303037804,-0.256261774,-0.264341697,-0.325053391,-0.428645672,-0.559076538,-0.700671633,-0.841451495,-0.973025094,-1.09015653,-1.190308964,-1.273019199,-1.338966113,-1.389412142,-1.425540305,-1.447969628,-1.457152327,-1.4525051,-1.433873931,-1.402165092,-1.359117811,-1.306241247,-1.245493852,-1.178706455,-1.10764964,-1.034011813,-0.958671676,-0.882303461,-0.805639092,-0.729540808,-0.654986409,-0.583280153,-0.514678104,-0.449202673,-0.386669322,-0.32682011,-0.26938421,-0.214261768,-0.1615457,-0.111362334,-0.06382251,-0.018963348,0.023219183,0.062795288
0055ocr_carbontet,-6.51,298,0.011919053,0.048152743,0.108341754,0.191982174,0.298556282,0.42766092,0.579089644,0.752857063,0.948981359,1.167052689,1.405948455,1.66386102,1.938573191,2.227827574,2.52973075,2.842850785,3.165921218,3.497444948,3.835344619,4.176733603,4.517904276,4.854653359,5.182744153,5.498300148,5.797998118,6.079116093,6.33966471,6.578675267,6.796288599,6.993577025,7.172266005,7.3339822,7.472631872,7.554407019,7.5330689,7.408400988,7.233670112,7.06911954,6.948207028,6.875987983,6.842062162,6.832475757,6.835878162,6.845070106,6.856619467,6.869222089,6.879721004,6.872558605,6.800403466,6.569288685,6.052515698,5.149290961,3.858985848,2.303935182,0.684336263,-0.774262214,-1.836309297,-2.282241254,-1.996164482,-1.053155517,0.291487888,1.707691074,2.906934979,3.66800781,3.972697289,3.891017942,3.51379838,2.938170641,2.252127469,1.525470995,0.816510371,0.148559194,-0.473817728,-1.051154052,-1.582013913,-2.071644024,-2.524236303,-2.941405869,-3.32343751,-3.673944512,-3.999865569,-4.305378985,-4.598218442,-4.88607266,-5.168567829,-5.462078417,-5.783560878,-6.145807862,-6.555704915,-7.013634167,-7.509063243,-8.032907129,-8.57038599,-9.098570524,-9.587789586,-10.0068626,-10.33075021,-10.54279919,-10.63579108,-10.61262803,-10.48250043,-10.25498334,-9.942644068,-9.561339718,-9.127667303,-8.658883538,-8.17058238,-7.673207342,-7.170927537,-6.666069084,-6.160591168,-5.656074051,-5.152454969,-4.652997066,-4.162921052,-3.691121371,-3.25167894,-2.859893509,-2.528773139,-2.264341369,-2.064820908,-1.921100101,-1.820076544,-1.748774931,-1.695952685,-1.653632032,-1.617440584,-1.5867718,-1.562688676,-1.547094956,-1.542028777,-1.550279517,-1.575489474,-1.620913857,-1.687991219,-1.775328012,-1.878772349,-1.992668273,-2.111552429,-2.23147398,-2.350261167,-2.467122255,-2.582075745,-2.695054469,-2.805272001,-2.910889782,-3.008511795,-3.093950676,-3.163472767,-3.21304289,-3.239251453,-3.239697826,-3.212945969,-3.158878561,-3.078234145,-2.972046281,-2.841461228,-2.687625342,-2.511271303,-2.313764982
0087pro_carbontet,-4.09,298,0.009830006,0.03990865,0.090399358,0.161300833,0.252283388,0.362676821,0.491688213,0.638599017,0.802768769,0.983443302,1.179552935,1.389631549,1.61194045,1.844767342,2.086659428,2.336477869,2.593150143,2.85527209,3.12075802,3.387014141,3.651241829,3.910709587,4.162993376,4.406016432,4.637880502,4.856692557,5.060643301,5.248285096,5.418962367,5.573057396,5.711572193,5.83510332,5.935991864,5.978594342,5.915471467,5.74603927,5.523002161,5.305386184,5.125042227,4.985600314,4.876026591,4.782508356,4.694272608,4.605272855,4.513422591,4.418352198,4.321070432,4.223022503,4.118014883,3.973069445,3.71496246,3.254233324,2.544968629,1.629920052,0.654490553,-0.1124673,-0.289539881,0.457175179,2.158417318,4.449075048,6.754532479,8.573489128,9.505638304,9.540812924,8.934846164,7.876879746,6.513814445,4.962958841,3.316701571,1.64420974,-0.003229267,-1.598423561,-3.123682094,-4.56460115,-5.918871909,-7.180847012,-8.342428425,-9.401134972,-10.35574193,-11.20397484,-11.94449771,-12.57310939,-13.07157871,-13.44392799,-13.69771393,-13.83620753,-13.8657733,-13.8002955,-13.6471971,-13.41953489,-13.1409844,-12.83240688,-12.45958671,-11.97358059,-11.32847266,-10.49634368,-9.478273436,-8.303405395,-7.02427289,-5.697440837,-4.368452812,-3.074405464,-1.849777449,-0.721674651,0.29372589,1.188824344,1.963375966,2.624171264,3.181874213,3.647128879,4.029453198,4.336472328,4.572785067,4.738539069,4.827092728,4.82468983,4.715824482,4.489493072,4.146749786,3.703167298,3.187766649,2.633898051,2.067634691,1.507675026,0.966245449,0.450629119,-0.035598338,-0.491763729,-0.91883659,-1.318857209,-1.694774099,-2.049875968,-2.386429574,-2.704307902,-3.001737143,-3.274746995,-3.517101462,-3.726035056,-3.901378442,-4.04363949,-4.153071143,-4.230544576,-4.276839117,-4.293173239,-4.280572366,-4.240232455,-4.173763196,-4.082929752,-3.970381443,-3.838139571,-3.688005909,-3.522426753,-3.343097771,-3.15160052,-2.949298643,-2.737070277,-2.515303166,-2.284233495,-2.044576614,-1.797572159
0106pro_carbontet,-3.59,298,0.012229722,0.049507216,0.111656912,0.198193089,0.308230224,0.440570027,0.59388979,0.766933614,0.95854121,1.167447418,1.392115846,1.630647051,1.880870178,2.140577221,2.407836141,2.681131404,2.959163307,3.240595832,3.523809617,3.806707382,4.086642801,4.360639397,4.625515944,4.878180743,5.11612075,5.337523967,5.541342723,5.727335517,5.895999725,6.048208499,6.18485239,6.306418107,6.41281012,6.503289434,6.575554184,6.617366297,6.591335475,6.447607166,6.167940982,5.78233497,5.343829941,4.898841962,4.475482599,4.086342726,3.735976256,3.425679078,3.157263564,2.930490797,2.726658208,2.485684394,2.105982818,1.489753603,0.60937893,-0.465418862,-1.603922866,-2.667755015,-3.508581968,-3.90915817,-3.59301718,-2.388852908,-0.408937295,1.961569529,4.253424898,6.003780158,6.947767334,7.274585121,7.140666499,6.669810824,5.96318969,5.104943851,4.168757237,3.204480863,2.24346751,1.307684948,0.400578398,-0.483453438,-1.349065871,-2.197818297,-3.018294811,-3.803266652,-4.548698957,-5.247863894,-5.898715519,-6.48578243,-7.009813884,-7.491907311,-7.948387102,-8.388031465,-8.809459934,-9.216624217,-9.619108181,-10.03037389,-10.44918431,-10.85962237,-11.23295026,-11.52278989,-11.682248,-11.67869727,-11.50196982,-11.17437932,-10.73179535,-10.20191815,-9.604825949,-8.957296339,-8.274727939,-7.572238168,-6.863253028,-6.157343337,-5.460200644,-4.77350364,-4.097994236,-3.434215531,-2.782790629,-2.14459052,-1.521440033,-0.918927183,-0.349124339,0.170326501,0.621482097,0.992776118,1.281587348,1.495462925,1.654093378,1.774915629,1.870764642,1.950469592,2.019166292,2.078712107,2.128575719,2.166409949,2.18826886,2.189883752,2.167074723,2.115252914,2.030361942,1.910394533,1.75631597,1.569631885,1.354949843,1.117830382,0.86318508,0.595484807,0.318397494,0.035119588,-0.251519009,-0.538683075,-0.822590947,-1.099041529,-1.363198136,-1.609664826,-1.833899245,-2.032648934,-2.20376572,-2.345722445,-2.457626786,-2.538882803,-2.589204028,-2.608612499,-2.597459144,-2.556441871
